HV1,IC1,IC2,IC3,IC4,IC5,AVGGIFT,TARGET_D
1027,444,451,475,475,14926,8.5,10
555,302,315,325,335,9891,6.6,50
922,448,481,504,526,20513,10.5,10
1854,289,377,339,402,11567,23,23
391,282,294,278,304,11352,4,12
613,183,236,226,271,9700,7.15,10
863,368,439,446,529,17760,15,21
376,180,214,244,281,10145,3.5,5
586,432,436,435,433,15852,10,14
1033,427,448,510,536,12145,9.6875,40
576,284,311,326,351,10860,12.4,20
805,207,243,237,289,10226,8.266666667,20
1114,377,516,492,618,21787,15.22222222,32
413,187,186,215,222,7933,9,7
510,228,370,324,394,12576,10.8,23
582,254,359,297,364,12981,6.357142857,10
732,366,374,432,459,16287,10.70588235,17
1375,79,171,125,221,8931,7,9
710,198,242,260,298,11679,6.296296296,11
1681,561,578,620,639,18649,5.692307692,10
499,214,252,249,276,8425,3.966666667,5
636,316,395,325,393,15018,14.25,17
553,176,220,235,275,10891,7.53125,10
1375,92,279,125,203,12453,14.25,25
775,494,465,489,467,14903,25,10
280,164,213,208,233,4967,8.731153846,7
688,175,187,258,292,9422,5.571428571,5
700,379,385,432,446,13332,8.157894737,10
1247,215,313,350,444,16891,26.33333333,41
660,328,405,375,394,13846,15,10
2326,506,545,514,553,18918,12.15384615,12
3781,494,609,543,606,22770,20,20
647,369,422,401,463,18492,9.5,10
324,129,204,226,277,9585,8.2,15
835,186,244,240,274,10045,11.875,10
846,265,319,324,352,10075,15.2,25
3511,373,452,421,491,23187,5.466666667,5
5970,1386,1496,1208,1273,62822,10.18181818,15
667,293,385,334,422,17527,15,15
1659,565,624,616,685,29290,5.12,5
1003,506,521,548,576,16019,11,15
328,165,218,203,271,9472,5.434782609,10
726,303,321,362,400,15904,7.363636364,8
996,309,419,382,452,14797,10,5
942,204,254,306,304,10323,5.611111111,10
918,388,407,489,525,18658,20,10
683,284,325,313,368,12396,15.33333333,15
1380,260,325,299,371,13011,7.875,11
380,329,355,340,394,12349,26.44444444,100
583,302,317,343,362,13351,4,5
702,324,386,354,407,13269,13.1875,15
824,285,305,333,356,13339,9.909090909,10
1395,575,580,687,704,24518,9,10
235,211,257,250,295,9870,10.91666667,15
693,332,339,367,390,15009,6.428571429,5
596,164,168,181,190,5273,16.5,15
742,396,424,450,470,15356,14.28571429,50
2930,372,454,456,491,24747,15,20
400,232,279,264,315,10504,9.533333333,10
744,396,457,432,492,15863,8,5
1413,306,329,397,435,18792,6.666666667,20
1063,631,644,638,662,22324,8,10
2357,511,540,570,609,23786,13.66666667,19
827,240,275,297,319,12413,6.3125,6
1101,515,560,554,624,19857,7.9,5
0,0,0,0,0,0,8.3125,10
2192,400,410,515,573,15755,24,23
961,297,341,366,386,12625,13.66666667,17
1873,394,428,453,481,19031,20,15
391,214,243,242,269,9853,14,10
278,158,190,204,234,8347,17.5,15
956,190,278,257,303,8899,9.666666667,10
486,237,261,274,301,10474,11.82352941,15
592,188,406,240,359,14406,16.27272727,23
705,250,304,308,330,13764,10.54054054,20
2645,644,655,682,697,20782,21.6,25
613,246,286,279,329,11642,17.83333333,18
648,353,418,357,453,16873,7,5
1327,397,409,435,442,15850,11.33333333,17
854,452,478,498,580,20510,8.666666667,15
1048,473,527,515,577,20092,13.66666667,21
576,290,318,339,375,9596,7.5,25
3992,801,821,839,858,29156,10,20
523,314,330,327,350,11799,3.0625,5
476,193,244,243,282,9066,16.16666667,30
1538,271,317,342,393,15627,5.5,5
492,172,384,276,399,13218,8.75,14
696,354,402,407,472,15493,10.5,15
631,252,272,291,315,14929,9.25,10
397,287,333,329,374,12683,5.129032258,10
820,255,277,286,313,13435,15,25
238,176,225,233,287,10253,14.42857143,20
540,250,281,293,328,10936,10,20
550,752,0,601,0,14633,10.96296296,15
607,239,260,256,279,10199,3.6,3
869,369,383,372,383,13064,14.84210526,12
407,182,231,236,282,8199,5.8,4
588,237,272,292,329,11033,7.4,8
405,212,267,261,309,9715,5.923076923,5
1093,535,548,564,573,17488,12.3,16
638,402,418,418,437,13264,4.636363636,4
651,271,287,303,325,11919,10.9,10
1138,545,613,602,672,23589,9.68,16
728,172,188,230,252,8494,12.5,15
479,208,268,272,322,11081,9.555555556,10
413,283,324,320,372,12509,6.4,6
1801,533,601,570,630,19928,6,10
396,280,318,335,368,12044,8.647058824,5
2264,453,503,509,537,17928,9.714285714,12
3231,339,536,444,627,22508,11.75,20
354,179,237,225,282,9297,9.285714286,10
734,419,470,452,481,16029,11.25,15
862,247,301,283,316,11640,20,20
614,340,388,377,428,14439,7.636363636,10
687,405,410,431,452,14237,12.83333333,15
573,150,166,159,182,6572,9.888888889,6
801,349,416,410,476,15610,12.22222222,19
632,279,336,339,388,12653,8.533333333,5
454,244,285,280,320,10904,10.77777778,12
969,356,390,401,460,18690,26,25
716,291,438,351,454,23868,20,25
5817,931,1445,957,1047,91576,9.84375,15
1392,343,381,484,516,19194,15,15
838,404,436,493,528,17321,4.866666667,5
1285,608,636,640,676,23458,17.625,15
421,194,233,202,247,7421,10,18
885,264,331,343,414,18769,9.733333333,12
884,332,377,366,404,14624,7.666666667,5
628,322,363,362,399,13033,10.53846154,10
455,257,350,321,389,13452,12,10
2201,560,589,611,640,20576,4.764705882,7
1872,382,445,421,483,14606,3.857142857,10
760,393,451,441,510,17396,6.909090909,8
594,267,287,287,309,10466,3.928571429,6
566,218,242,249,272,11438,27.5,27
1274,405,462,404,439,12537,4.454545455,8
670,410,413,432,433,13151,7.833333333,15
4286,811,910,883,947,33614,15,25
816,428,472,456,501,18160,21.25,20
1976,364,373,403,435,12988,10.6,5
4956,805,1081,861,1058,64234,32.5,55
1475,449,591,580,683,31331,5.3,10
463,404,416,427,470,16020,10.4,20
650,267,304,322,355,11773,6.5,10
855,257,267,345,374,14500,10,10
4178,659,687,723,764,26035,10,21
563,259,301,308,342,10726,10.18181818,14
2961,664,665,716,708,23204,14.66666667,20
1803,281,418,364,492,24681,13.71428571,19
2813,313,366,388,474,23850,10,10
444,222,259,259,291,10074,9.95,10
753,418,432,452,472,16808,11.625,10
2048,243,533,378,559,15111,11.72413793,15
1208,497,603,574,670,33095,13,23
1117,461,461,461,450,16614,6.428571429,7
394,248,281,272,313,10581,5.285714286,6
335,137,205,166,195,6927,6.666666667,15
887,457,465,514,535,17288,19,35
606,509,530,461,503,15017,6.875,10
1676,371,336,398,372,13231,5.571428571,25
424,192,256,230,256,9497,4.863636364,6
770,165,306,267,368,11619,15,30
530,224,242,316,360,14188,20,10
660,183,188,235,251,11152,4.090909091,2
613,146,267,209,349,13209,17.5,18
400,203,286,248,324,12619,9.545454546,5
2291,353,407,402,440,13687,18,20
444,203,241,249,286,9449,5.8,10
696,376,407,377,418,13495,5.46,5
405,241,274,291,349,11254,21.06666667,26
916,242,321,293,369,10719,22,20
406,257,324,298,347,10837,11.6,10
791,394,434,423,453,14607,15.4,19
1435,423,473,485,517,18160,9.384615385,32
1136,505,531,578,590,24454,36.36363636,53
597,207,259,262,304,10031,7,15
916,655,675,701,739,23095,13,10
900,343,420,386,465,16254,13.31818182,25
2600,345,435,424,503,18743,11,16
671,341,354,363,385,12982,6.25,10
1641,288,459,401,574,25758,24.26923077,15
359,168,258,203,269,9568,11.91666667,20
1991,478,538,615,692,34641,8.636363636,12.5
556,247,288,274,322,10031,10.54545455,20
918,315,335,349,398,16983,5.766666667,5
546,191,208,219,234,5846,14.8,2
492,272,370,317,402,14442,14.57142857,20
973,323,365,368,396,12469,13.14285714,10
2433,403,459,449,502,18284,6.266666667,10
3833,365,426,461,508,31120,12.2,20
0,0,0,0,0,0,9.47125,12
552,194,258,262,315,11210,20,20
546,201,244,270,319,10633,10,25
1031,305,390,383,437,15146,30,30
892,295,342,335,367,12772,6.933333333,10
880,335,343,386,403,13951,17.71428571,15
639,232,294,296,338,13554,12.8,15
651,321,345,361,359,15114,9.666666667,13
1101,538,600,609,640,19641,16.66666667,25
2469,346,767,559,835,47151,7.5,8
715,318,340,352,370,12416,9.25,10
890,437,426,459,455,20927,8.285714286,10
300,237,251,288,314,12553,10,10
764,354,362,383,401,12713,6.25,10
691,371,399,391,443,14227,7.826086957,10
535,165,154,200,199,7220,12,17
1259,389,396,434,458,15213,13.16666667,12
323,182,209,224,229,6354,8.25,16
1125,205,138,281,131,21600,6.458333333,15
438,215,264,240,267,8729,6.125,5
1489,413,397,481,477,16434,25,25
426,260,306,269,316,11699,11.77777778,25
1609,346,435,404,435,16568,3.152173913,4
1685,430,479,449,540,15765,7.611111111,5
1002,434,566,495,597,21023,21.27027027,25
943,497,509,523,533,17961,17.09090909,18
680,353,393,406,457,14347,9.058823529,15
2531,669,730,696,750,21094,8.272727273,11
1431,243,289,289,331,12639,7.153846154,3
428,267,306,315,347,11716,12.75,20
1155,328,399,399,458,15451,8,10
1110,460,544,538,624,21875,7.264705882,10
922,232,298,298,361,13725,8.5,15
1801,495,534,475,525,18663,19.47058824,20
2362,613,632,655,678,21179,13.375,15
439,328,335,350,356,9955,11.25,24
828,318,368,366,416,14887,20,20
1458,173,191,220,249,8381,4.243243243,8
878,412,420,455,454,18625,10.125,16
3540,277,403,371,448,19332,3.461538461,5
1114,623,631,607,621,17694,10.73333333,10
758,407,409,455,457,17576,7.454545455,11
2192,364,425,407,487,17677,3.777777778,4
675,186,238,207,265,11355,6.111111111,2
1876,393,404,419,450,11692,10.83333333,15
2750,153,293,256,419,15290,9.75,16
807,351,388,377,420,16532,9.071428571,15
1027,447,584,520,633,25039,42.08333333,50
392,249,301,295,343,11274,5.4535,5
519,283,310,337,362,12386,20,15
441,237,272,270,312,12781,9.4,10
391,243,263,255,302,10702,16,17
588,332,380,354,405,11164,4,5
732,377,478,396,453,14455,9.5,15
883,247,272,310,336,11712,4.944444444,21
684,280,311,326,355,11763,12.2,20
967,254,359,287,408,19177,6.333333333,11
524,217,253,300,343,11775,7.666666667,21
1364,321,471,384,471,18060,9.225806452,10
575,228,299,261,327,12600,10.5,10
5687,515,540,729,787,36437,21.5,20
700,383,412,421,443,14917,12.92307692,15
1734,353,405,396,430,15831,16.42857143,15
630,279,323,329,371,12137,11.5,20
594,155,186,206,228,7939,7.8,20
1053,298,343,319,366,17021,10.71428571,10
837,321,341,397,431,13796,11.47619048,14
858,502,505,555,574,20867,15,20
828,401,396,451,451,13716,12.5,10
840,430,448,469,491,15111,17.5,25
431,222,261,264,284,8886,5.805555556,5
386,258,301,313,358,12513,5.428571429,10
697,248,264,302,314,11094,12.4,20
1275,565,572,634,649,22027,15.2,17
784,289,378,332,400,12840,11,10
836,222,431,347,442,16007,8.947368421,10
566,216,277,279,307,11117,11.33333333,11
595,400,429,387,426,14881,5.576923077,10
310,175,288,244,316,11934,4.608695652,5
355,123,168,173,193,6552,8.5,15
700,360,390,394,424,13620,15.77777778,17
681,382,396,406,445,16011,12,25
811,324,394,395,463,16399,8.75,10
781,357,375,373,408,13977,8.769230769,20
2794,637,630,671,678,23035,8,15
1094,363,388,421,444,15967,20.83333333,51
2775,463,545,479,570,18667,6.846153846,16
396,195,249,246,287,9318,13.33333333,10
818,473,520,514,558,21695,8.071785714,12
640,284,310,347,377,13077,9.235294118,10
348,184,269,264,316,11686,27.5,30
538,227,252,278,308,10590,5,5
750,170,171,223,213,10765,21.33333333,10
919,519,555,566,604,22212,200,100
689,313,320,343,350,12601,13.16666667,25
341,171,198,209,236,8523,7.5,8
641,255,336,317,371,12503,8.578947368,10
469,192,222,245,280,9448,10,10
2098,417,476,450,489,20544,11,10
2917,625,613,712,709,23064,10.09090909,10
875,311,326,326,326,7746,15.9,26
519,314,357,349,381,12167,5.6875,10
1513,521,599,615,702,28124,18.5,28
596,308,316,345,361,11474,11.81818182,20
715,362,371,388,408,12806,7.466666667,9
1001,420,455,447,482,13472,7.05,5
472,157,167,203,225,8974,6.208333333,5
511,268,309,317,354,12388,16,25
1178,482,507,543,573,16952,15.57142857,36
1037,472,513,533,568,17888,16.25,10
396,235,262,272,302,9092,6.6,7
929,403,420,418,467,15864,7.833333333,10
904,296,372,330,407,17248,13.6,23
3201,497,552,539,591,19656,5,5
403,166,208,224,258,8453,25.66666667,25
1118,354,453,385,466,13991,22,25
2753,504,613,620,673,24127,20,35
400,216,242,247,279,9840,5.6,5
731,185,263,219,270,11222,10,10
2429,315,413,375,456,18050,8.75,12
684,190,218,225,251,11141,12.33333333,15
282,169,198,190,225,7323,15,10
1245,440,647,535,674,22876,6.6,10
425,169,163,277,163,17618,22.83333333,23
397,229,329,336,386,13233,9.777777778,15
2787,499,558,560,626,23058,11.36363636,15
786,220,264,274,318,11624,6.222222222,5
1044,366,318,458,499,22427,13.16666667,20
150,171,199,205,230,8216,2.709677419,2
821,357,401,413,438,13548,6.6,12
814,498,518,532,550,16756,8.5,20
876,278,309,310,355,13033,15,25
819,348,388,421,459,15958,7.090909091,6
1344,335,403,377,446,22233,9.5,17
1063,255,260,312,317,14023,8.372790698,5
834,343,368,369,379,16348,14,15
326,125,189,189,213,8845,6.3,5
279,154,163,194,207,5922,25,20
689,313,320,343,350,12601,12,15
2458,1178,1203,1095,1118,58088,13.58139535,15
643,257,272,296,321,11257,23.33333333,25
621,244,383,313,404,15640,4.826086957,5
688,562,564,582,596,18272,12,10
397,217,295,263,310,10703,4.347826087,5
1060,313,370,422,465,17255,4.95,4
1381,631,672,718,776,29012,15,15
829,397,485,379,456,14994,20,10
2869,630,668,686,745,24945,10.5,10
732,411,425,434,445,13863,16.28571429,20
538,121,173,169,222,9299,9.307692308,10
543,428,431,421,434,12010,15,20
302,202,283,245,304,9358,7.666666667,7
734,408,404,403,402,11843,5.083333333,7
685,409,422,436,463,12546,9.4,10
331,322,370,320,368,13193,14,15
535,189,192,204,221,8017,12.53333333,20
3142,658,770,675,768,23169,12.5,15
0,0,0,0,0,0,21.72222222,25
501,305,374,354,399,13073,20.77777778,25
704,222,374,295,461,18592,9,15
384,161,166,187,206,5691,12.2,20
2128,470,472,559,567,16285,20,20
337,204,261,263,298,12342,8.294117647,10
533,247,302,292,348,12365,7.176470588,8
603,173,215,239,329,12562,9.857142857,15
1809,454,466,503,543,15886,8,10
589,289,318,294,334,12204,11.8,10
331,219,258,269,301,9911,20,30
680,181,277,328,421,19962,6.666666667,10
439,268,301,307,341,10164,5.8,6
3018,728,749,749,757,21525,20,20
1304,465,484,595,609,23455,10,15
2325,370,398,457,487,16375,22.2,30
813,297,360,348,424,22764,22.8125,15
884,425,444,459,502,18495,4.6875,5
1035,328,339,298,313,9472,4.15,4
451,183,226,236,274,11232,18.33333333,25
453,219,264,263,299,9654,3.782608696,5
572,204,242,238,253,10858,6,5
926,369,386,419,435,15118,11.53333333,20
1590,524,575,647,682,27625,8.4,14
684,171,211,210,254,10494,5,4
386,232,276,274,313,9987,5,6
1216,541,621,527,687,29297,5.909090909,10
1043,610,682,731,788,49744,13.25,20
1222,423,492,472,487,19730,6.272727273,20
2973,576,591,624,654,18497,7.25,10
3233,684,753,714,781,26104,16.81818182,25
1103,471,468,660,666,25037,14.44444444,13
526,277,336,317,370,12826,7.142857143,10
882,380,430,431,484,18642,11.33333333,11
991,493,506,532,548,17344,9.918367347,10
574,223,243,241,263,8735,23.11111111,50
500,247,281,285,316,11326,5.583333333,10
452,293,316,339,371,10979,6.34,17
1951,807,838,870,896,31111,9.333333333,20
2653,418,417,448,444,13440,12.5,9
413,214,227,229,249,6780,9,10
732,399,433,455,485,16815,25,25
549,292,327,313,352,11100,16.42857143,20
929,315,403,341,438,17069,5.142857143,5
1089,431,520,480,538,16777,5.2,16
1510,414,522,450,528,23110,20,35
1987,403,524,567,633,29344,14,30
1009,557,562,615,619,17660,5.333333333,7
619,372,394,409,423,13208,11.4,12
1081,474,484,489,495,15312,7.941176471,7
445,332,398,370,423,13662,14.55555556,26
426,213,240,255,272,9590,23,23
1606,293,316,351,367,12438,13.42857143,19
303,175,217,219,253,7115,10.375,20
681,275,340,332,405,16258,6.866666667,8
1201,317,408,426,507,19960,7.818181818,21
641,291,300,356,391,12815,14,10
320,162,181,170,192,7589,6.142857143,5
1064,394,450,444,481,19272,11.25,15
1596,325,421,347,413,14795,22.5,25
1504,476,505,511,530,15286,20.25,23
1253,325,454,374,447,15635,9.1875,10
1040,472,609,579,656,26962,11.66666667,15
641,123,168,236,279,8046,9.462962963,11
833,381,414,396,416,13716,9.142857143,25
475,358,384,376,407,13136,25,30
333,173,192,217,239,7230,5.194444444,14
1091,330,348,382,397,14093,11.95238095,20
475,248,263,307,329,10549,9.666666667,10
834,383,409,382,413,12532,8.214285714,5
2046,426,402,463,438,11118,8,15
895,334,366,399,460,19627,11.84615385,17
834,389,398,423,436,17338,8,20
579,305,379,303,343,13237,8.781818182,8
1205,399,408,444,450,17611,9.8,5
498,237,263,254,279,9172,6.875,10
591,292,339,333,377,12912,13.38888889,17
1231,323,398,367,412,14716,12.3,16
672,179,356,260,373,15936,11.5,10
1778,411,480,439,503,18236,39.44444444,50
2130,315,309,380,380,11583,15,27
491,243,307,310,321,11403,6.4,7
1409,321,405,377,428,15611,12.66666667,12
522,280,293,323,334,10311,13.41666667,20
737,273,363,338,383,15847,7.038461539,12
1390,441,469,524,547,19141,15,15
1173,503,625,562,660,21302,8.931034483,10
825,564,572,590,611,19618,10,20
192,164,211,186,224,7361,5.866666667,10
295,150,203,195,248,8962,6.333333333,8
438,213,213,265,264,7722,26,15
486,262,299,310,348,10756,8,9
397,170,209,235,290,10204,3.62962963,5
355,219,283,250,285,9550,10,10
2252,595,608,645,658,20460,15,21
550,144,211,206,253,10249,14,25
280,249,282,277,304,10337,3.6,5
838,371,469,465,543,16220,13.73913044,20
723,317,340,360,386,8903,6.094375,6
3404,752,750,770,761,31850,10,20
727,427,421,431,437,14147,13.75,10
656,304,309,308,312,14123,7.35,15
793,366,407,403,438,14061,9.25,10
3207,705,763,708,754,26498,16.25,10
402,209,240,246,284,9289,7,10
805,382,506,421,507,17020,21.16666667,5
482,344,429,401,447,13525,3.117647059,5
696,272,357,358,427,16474,3.3,3
599,271,335,302,352,11920,13.73333333,20
1563,263,349,275,360,16647,7.666666667,9
3088,612,610,664,642,29477,19.6,37
574,341,361,364,383,15146,5.384615385,5
393,195,212,222,221,10232,15.55555556,50
1693,423,467,457,492,17493,10.875,10
1188,166,218,194,243,10014,8.333333333,10
720,335,390,341,386,13406,4.4,10
1812,415,452,435,464,16451,4.615384615,5
2556,490,670,610,744,40178,17.27272727,27
1385,672,667,749,744,23812,15.66666667,25
3909,870,886,878,901,34835,11.28571429,15
2038,390,515,564,670,29920,8.111111111,5
424,192,244,236,298,9813,4,3
618,251,332,337,422,15782,8.194444444,11
376,179,234,234,287,10225,8.085,15
437,184,218,226,264,9516,10.40740741,50
920,255,291,304,339,12911,9.842105263,15
821,390,475,425,526,19734,17.1875,15
712,377,398,446,472,15013,14.2,15
478,316,337,352,374,11298,7.3125,7
516,332,378,347,379,13293,12.33333333,15
2598,470,557,562,661,31631,8.107142857,15
578,246,323,275,323,14121,10.64285714,12
527,275,321,311,340,10866,12.90909091,25
683,199,278,245,341,13282,9,10
321,225,264,243,281,9372,8.058823529,11
1375,285,510,330,443,18247,63.03571429,102
800,303,249,298,288,9847,12.10869565,35
3297,698,719,762,789,21977,25,50
704,471,494,481,511,16111,3.727272727,2
793,359,372,464,505,19844,7.5,10
3226,716,1137,816,1060,23418,18.75,25
421,280,304,306,352,11807,11,17
661,211,236,247,251,12774,7.214285714,10
1172,415,549,547,612,20962,20,20
1878,523,526,564,566,16084,6.785652174,5
